n_qubits,layers,fidelity_mean,fidelity_std,fidelity_median,runtime_mean,runtime_std,trials
4,1,0.08917867044789028,0.1744160514854703,0.05147032624241644,0.05888000000216683,0.04297581024767682,30
4,2,0.06880750209953114,0.06076695656885765,0.03498339223817931,0.07034333333422182,0.09264854983027063,30
4,4,0.08731909430188317,0.06677794744548679,0.05543878651741917,0.07525666667712964,0.06394953053924314,30
4,8,0.06956041818068183,0.05687692720568861,0.04661098896724017,0.030823333327134605,0.006955989432219215,30
4,16,0.062379999164219345,0.050791099088949535,0.051420853992639244,0.029436666670790146,0.0043479101001537455,30
4,32,0.06564720022213769,0.06605905150035159,0.04433301074943498,0.029866666678420493,0.008951176213129335,30
